,date,value,name_B072P6ZWTG
0,2020-05-25,6648.0,Food
1,2020-05-26,6648.0,Food
2,2020-05-27,6648.0,Food
3,2020-05-28,7584.0,Food
4,2020-05-29,7584.0,Food
5,2020-05-30,7584.0,Food
6,2020-05-31,7584.0,Food
7,2020-06-01,8119.0,Food
8,2020-06-02,8119.0,Food
9,2020-06-03,8119.0,Food
10,2020-06-04,8658.0,Food
11,2020-06-05,8658.0,Food
12,2020-06-06,8658.0,Food
13,2020-06-07,8124.0,Food
14,2020-06-08,8124.0,Food
15,2020-06-09,8124.0,Food
16,2020-06-10,7441.0,Food
17,2020-06-11,7441.0,Food
18,2020-06-12,7441.0,Food
19,2020-06-13,7441.0,Food
20,2020-06-14,7772.0,Food
21,2020-06-15,7772.0,Food
22,2020-06-16,7772.0,Food
23,2020-06-17,7772.0,Food
24,2020-06-18,9225.0,Food
25,2020-06-19,9225.0,Food
26,2020-06-20,9225.0,Food
27,2020-06-21,9139.0,Food
28,2020-06-22,9139.0,Food
29,2020-06-23,9139.0,Food
30,2020-06-24,5668.0,Food
31,2020-06-25,5668.0,Food
32,2020-06-26,5668.0,Food
33,2020-06-27,8463.0,Food
34,2020-06-28,8463.0,Food
35,2020-06-29,8463.0,Food
36,2020-06-30,8463.0,Food
37,2020-07-01,6767.0,Food
38,2020-07-02,6767.0,Food
39,2020-07-03,6767.0,Food
40,2020-07-04,5404.0,Food
41,2020-07-05,5404.0,Food
42,2020-07-06,5404.0,Food
43,2020-07-07,6357.0,Food
44,2020-07-08,6357.0,Food
45,2020-07-09,6357.0,Food
46,2020-07-10,6357.0,Food
47,2020-07-11,7803.0,Food
48,2020-07-12,7803.0,Food
49,2020-07-13,7803.0,Food
50,2020-07-14,7803.0,Food
51,2020-07-15,7071.0,Food
52,2020-07-16,7071.0,Food
53,2020-07-17,7258.0,Food
54,2020-07-18,7258.0,Food
55,2020-07-19,7258.0,Food
56,2020-07-20,7409.0,Food
57,2020-07-21,7409.0,Food
58,2020-07-22,7409.0,Food
59,2020-07-23,6918.0,Food
60,2020-07-24,6918.0,Food
61,2020-07-25,5768.0,Food
62,2020-07-26,6671.0,Food
63,2020-07-27,6671.0,Food
64,2020-07-28,6671.0,Food
65,2020-07-29,5739.0,Food
66,2020-07-30,5739.0,Food
67,2020-07-31,5739.0,Food
68,2020-08-01,5797.0,Food
69,2020-08-02,5797.0,Food
70,2020-08-03,5797.0,Food
71,2020-08-04,5797.0,Food
72,2020-08-05,6062.0,Food
73,2020-08-06,6062.0,Food
74,2020-08-07,6062.0,Food
75,2020-08-08,6062.0,Food
76,2020-08-09,5247.0,Food
77,2020-08-10,5247.0,Food
78,2020-08-11,5340.0,Food
79,2020-08-12,4590.0,Food
80,2020-08-13,4498.0,Food
81,2020-08-14,4631.0,Food
82,2020-08-15,4631.0,Food
83,2020-08-16,5258.0,Food
84,2020-08-17,4359.0,Food
85,2020-08-18,4601.0,Food
86,2020-08-19,4601.0,Food
87,2020-08-20,4601.0,Food
88,2020-08-21,5174.0,Food
89,2020-08-22,5174.0,Food
90,2020-08-23,5174.0,Food
91,2020-08-24,5174.0,Food
92,2020-08-25,6684.0,Food
93,2020-08-26,6684.0,Food
94,2020-08-27,6684.0,Food
95,2020-08-28,6684.0,Food
96,2020-08-29,6684.0,Food
97,2020-08-30,5875.0,Food
98,2020-08-31,5875.0,Food
99,2020-09-01,5875.0,Food
100,2020-09-02,5051.0,Food
101,2020-09-03,5051.0,Food
102,2020-09-04,5051.0,Food
103,2020-09-05,4464.0,Food
104,2020-09-06,4464.0,Food
105,2020-09-07,2860.0,Food
106,2020-09-08,2860.0,Food
107,2020-09-09,2860.0,Food
108,2020-09-10,3839.0,Food
109,2020-09-11,3839.0,Food
110,2020-09-12,3839.0,Food
111,2020-09-13,3839.0,Food
112,2020-09-14,3254.0,Food
113,2020-09-15,3254.0,Food
114,2020-09-16,3049.0,Food
115,2020-09-17,3172.0,Food
116,2020-09-18,3172.0,Food
117,2020-09-19,3172.0,Food
118,2020-09-20,3602.0,Food
119,2020-09-21,3602.0,Food
120,2020-09-22,3651.0,Food
121,2020-09-23,3650.0,Food
122,2020-09-24,4429.0,Food
123,2020-09-25,4429.0,Food
124,2020-09-26,4429.0,Food
125,2020-09-27,4240.0,Food
126,2020-09-28,4240.0,Food
127,2020-09-29,4240.0,Food
128,2020-09-30,3365.0,Food
129,2020-10-01,3483.0,Food
130,2020-10-02,3483.0,Food
131,2020-10-03,3483.0,Food
132,2020-10-04,4827.0,Food
133,2020-10-05,4611.0,Food
134,2020-10-06,4611.0,Food
135,2020-10-07,4611.0,Food
136,2020-10-08,4701.0,Food
137,2020-10-09,4701.0,Food
138,2020-10-10,4701.0,Food
139,2020-10-11,4701.0,Food
140,2020-10-12,5335.0,Food
141,2020-10-13,5335.0,Food
142,2020-10-14,5611.0,Food
143,2020-10-15,5611.0,Food
144,2020-10-16,5611.0,Food
145,2020-10-17,5611.0,Food
146,2020-10-18,5611.0,Food
147,2020-10-19,7609.0,Food
148,2020-10-20,7609.0,Food
149,2020-10-21,7609.0,Food
150,2020-10-22,6212.0,Food
151,2020-10-23,6212.0,Food
152,2020-10-24,6212.0,Food
153,2020-10-25,6212.0,Food
154,2020-10-26,6692.0,Food
155,2020-10-27,6692.0,Food
156,2020-10-28,6692.0,Food
157,2020-10-29,6692.0,Food
158,2020-10-30,6235.0,Food
159,2020-10-31,6458.0,Food
160,2020-11-01,6458.0,Food
161,2020-11-02,8175.0,Food
162,2020-11-03,8175.0,Food
163,2020-11-04,8175.0,Food
164,2020-11-05,7455.0,Food
165,2020-11-06,7455.0,Food
166,2020-11-07,7455.0,Food
167,2020-11-08,7968.0,Food
168,2020-11-09,7968.0,Food
169,2020-11-10,9293.0,Food
170,2020-11-11,8729.0,Food
171,2020-11-12,8729.0,Food
172,2020-11-13,8729.0,Food
173,2020-11-14,8729.0,Food
174,2020-11-15,9711.0,Food
175,2020-11-16,9711.0,Food
176,2020-11-17,9529.0,Food
177,2020-11-18,9529.0,Food
178,2020-11-19,9529.0,Food
179,2020-11-20,9529.0,Food
180,2020-11-21,9529.0,Food
181,2020-11-22,8630.0,Food
182,2020-11-23,8630.0,Food
183,2020-11-24,8630.0,Food
184,2020-11-25,8630.0,Food
185,2020-11-26,7330.0,Food
186,2020-11-27,7330.0,Food
187,2020-11-28,7330.0,Food
188,2020-11-29,11054.0,Food
189,2020-11-30,11054.0,Food
190,2020-12-01,10426.0,Food
191,2020-12-02,10426.0,Food
192,2020-12-03,10426.0,Food
193,2020-12-04,10426.0,Food
194,2020-12-05,10426.0,Food
195,2020-12-06,13170.0,Food
196,2020-12-07,12840.0,Food
197,2020-12-08,12840.0,Food
198,2020-12-09,13057.0,Food
199,2020-12-10,14007.0,Food
200,2020-12-11,15299.0,Food
201,2020-12-12,12355.0,Food
202,2020-12-13,14299.0,Food
203,2020-12-14,13050.0,Food
204,2020-12-15,16299.0,Food
205,2020-12-16,15994.0,Food
206,2020-12-17,12289.0,Food
207,2020-12-18,15835.0,Food
208,2020-12-19,15835.0,Food
209,2020-12-20,12867.0,Food
210,2020-12-21,12543.0,Food
211,2020-12-22,13121.0,Food
212,2020-12-23,13733.0,Food
213,2020-12-24,10680.0,Food
214,2020-12-25,10711.0,Food
215,2020-12-26,13551.0,Food
216,2020-12-27,14718.0,Food
217,2020-12-28,13305.0,Food
218,2020-12-29,16186.0,Food
219,2020-12-30,18635.0,Food
220,2020-12-31,14456.0,Food
221,2021-01-01,11190.0,Food
222,2021-01-02,11190.0,Food
223,2021-01-03,11190.0,Food
224,2021-01-04,12922.0,Food
225,2021-01-05,12922.0,Food
226,2021-01-06,12922.0,Food
227,2021-01-07,13381.0,Food
228,2021-01-08,13381.0,Food
229,2021-01-09,16131.0,Food
230,2021-01-10,16131.0,Food
231,2021-01-11,16131.0,Food
232,2021-01-12,16131.0,Food
233,2021-01-13,12464.0,Food
234,2021-01-14,12464.0,Food
235,2021-01-15,12464.0,Food
236,2021-01-16,16163.0,Food
237,2021-01-17,16163.0,Food
238,2021-01-18,16163.0,Food
239,2021-01-19,16163.0,Food
240,2021-01-20,15298.0,Food
241,2021-01-21,15298.0,Food
242,2021-01-22,15298.0,Food
243,2021-01-23,19025.0,Food
244,2021-01-24,19025.0,Food
245,2021-01-25,19025.0,Food
246,2021-01-26,19025.0,Food
247,2021-01-27,14823.0,Food
248,2021-01-28,14823.0,Food
249,2021-01-29,14823.0,Food
250,2021-01-30,12850.0,Food
251,2021-01-31,12850.0,Food
252,2021-02-01,12850.0,Food
253,2021-02-02,12850.0,Food
254,2021-02-03,12850.0,Food
255,2021-02-04,14854.0,Food
256,2021-02-05,14854.0,Food
257,2021-02-06,14854.0,Food
258,2021-02-07,14854.0,Food
259,2021-02-08,14297.0,Food
260,2021-02-09,14987.0,Food
261,2021-02-10,11495.0,Food
262,2021-02-11,11495.0,Food
263,2021-02-12,11495.0,Food
264,2021-02-13,11495.0,Food
265,2021-02-14,11495.0,Food
266,2021-02-15,11285.0,Food
267,2021-02-16,11285.0,Food
268,2021-02-17,11285.0,Food
269,2021-02-18,11285.0,Food
270,2021-02-19,12140.0,Food
271,2021-02-20,12140.0,Food
272,2021-02-21,12140.0,Food
273,2021-02-22,13426.0,Food
274,2021-02-23,13426.0,Food
275,2021-02-24,13426.0,Food
276,2021-02-25,12697.0,Food
277,2021-02-26,12697.0,Food
278,2021-02-27,8048.0,Food
279,2021-02-28,8048.0,Food
280,2021-03-01,8048.0,Food
281,2021-03-02,10494.0,Food
282,2021-03-03,10494.0,Food
283,2021-03-04,10494.0,Food
284,2021-03-05,13183.0,Food
285,2021-03-06,13183.0,Food
286,2021-03-07,13183.0,Food
287,2021-03-08,12973.0,Food
288,2021-03-09,12281.0,Food
289,2021-03-10,12281.0,Food
290,2021-03-11,12281.0,Food
291,2021-03-12,14770.0,Food
292,2021-03-13,14770.0,Food
293,2021-03-14,14770.0,Food
294,2021-03-15,10235.0,Food
295,2021-03-16,10235.0,Food
296,2021-03-17,11511.0,Food
297,2021-03-18,11511.0,Food
298,2021-03-19,11511.0,Food
299,2021-03-20,11511.0,Food
300,2021-03-21,9710.0,Food
301,2021-03-22,9710.0,Food
302,2021-03-23,9710.0,Food
303,2021-03-24,6319.0,Food
304,2021-03-25,6319.0,Food
305,2021-03-26,6319.0,Food
306,2021-03-27,6650.0,Food
307,2021-03-28,6650.0,Food
308,2021-03-29,6650.0,Food
309,2021-03-30,6650.0,Food
310,2021-03-31,6650.0,Food
311,2021-04-01,6650.0,Food
312,2021-04-02,6650.0,Food
313,2021-04-03,6650.0,Food
314,2021-04-04,6650.0,Food
315,2021-04-05,6650.0,Food
316,2021-04-06,6650.0,Food
317,2021-04-07,6650.0,Food
318,2021-04-08,6650.0,Food
319,2021-04-09,6650.0,Food
320,2021-04-10,6650.0,Food
321,2021-04-11,6650.0,Food
322,2021-04-12,6650.0,Food
323,2021-04-13,6650.0,Food
324,2021-04-14,6650.0,Food
325,2021-04-15,6650.0,Food
326,2021-04-16,6650.0,Food
327,2021-04-17,6650.0,Food
328,2021-04-18,6650.0,Food
329,2021-04-19,6650.0,Food
330,2021-04-20,6115.0,Food
331,2021-04-21,6115.0,Food
332,2021-04-22,7264.0,Food
333,2021-04-23,7264.0,Food
334,2021-04-24,7264.0,Food
335,2021-04-25,7808.0,Food
336,2021-04-26,7808.0,Food
337,2021-04-27,5602.0,Food
338,2021-04-28,5602.0,Food
339,2021-04-29,6676.0,Food
340,2021-04-30,6676.0,Food
341,2021-05-01,6676.0,Food
342,2021-05-02,9920.0,Food
343,2021-05-03,9920.0,Food
344,2021-05-04,9920.0,Food
345,2021-05-05,9920.0,Food
346,2021-05-06,7019.0,Food
347,2021-05-07,7019.0,Food
348,2021-05-08,7827.0,Food
349,2021-05-09,7827.0,Food
350,2021-05-10,9071.0,Food
351,2021-05-11,8496.0,Food
352,2021-05-12,8496.0,Food
353,2021-05-13,7426.0,Food
354,2021-05-14,7426.0,Food
355,2021-05-15,7426.0,Food
356,2021-05-16,6224.0,Food
357,2021-05-17,6224.0,Food
358,2021-05-18,6224.0,Food
359,2021-05-19,6298.0,Food
360,2021-05-20,9216.0,Food
361,2021-05-21,9216.0,Food
362,2021-05-22,9216.0,Food
363,2021-05-23,9216.0,Food
364,2021-05-24,7520.0,Food
365,2021-05-25,7520.0,Food
366,2021-05-26,6642.0,Food
367,2021-05-27,6642.0,Food
368,2021-05-28,6642.0,Food
369,2021-05-29,6234.0,Food
370,2021-05-30,6234.0,Food
371,2021-05-31,6234.0,Food
372,2021-06-01,6234.0,Food
373,2021-06-02,5961.0,Food
374,2021-06-03,5961.0,Food
375,2021-06-04,5284.0,Food
376,2021-06-05,5284.0,Food
377,2021-06-06,5284.0,Food
378,2021-06-07,4672.0,Food
379,2021-06-08,4672.0,Food
380,2021-06-09,4146.0,Food
381,2021-06-10,4192.0,Food
382,2021-06-11,4192.0,Food
383,2021-06-12,4788.0,Food
384,2021-06-13,5473.0,Food
385,2021-06-14,5473.0,Food
386,2021-06-15,6061.0,Food
387,2021-06-16,6061.0,Food
388,2021-06-17,6061.0,Food
389,2021-06-18,5662.0,Food
390,2021-06-19,4720.0,Food
391,2021-06-20,5191.0,Food
392,2021-06-21,4899.0,Food
393,2021-06-22,7049.0,Food
394,2021-06-23,7049.0,Food
395,2021-06-24,5964.0,Food
396,2021-06-25,4887.0,Food
397,2021-06-26,6176.0,Food
398,2021-06-27,6171.0,Food
399,2021-06-28,6171.0,Food
400,2021-06-29,6171.0,Food
401,2021-06-30,4697.0,Food
402,2021-07-01,4697.0,Food
403,2021-07-02,4044.0,Food
404,2021-07-03,5245.0,Food
405,2021-07-04,5245.0,Food
406,2021-07-05,5245.0,Food
407,2021-07-06,3297.0,Food
408,2021-07-07,3297.0,Food
409,2021-07-08,3297.0,Food
410,2021-07-09,3216.0,Food
411,2021-07-10,3616.0,Food
