,date,value,name_B07P2X9VD3
433,2020-05-05,35540.0,Decorative Bookends
434,2020-05-06,35540.0,Decorative Bookends
435,2020-05-07,35540.0,Decorative Bookends
436,2020-05-08,35540.0,Decorative Bookends
437,2020-05-09,38002.0,Decorative Bookends
438,2020-05-10,38002.0,Decorative Bookends
439,2020-05-11,38002.0,Decorative Bookends
440,2020-05-12,38002.0,Decorative Bookends
441,2020-05-13,38002.0,Decorative Bookends
442,2020-05-14,37457.0,Decorative Bookends
443,2020-05-15,37457.0,Decorative Bookends
444,2020-05-16,37457.0,Decorative Bookends
445,2020-05-17,37457.0,Decorative Bookends
446,2020-05-18,44641.0,Decorative Bookends
447,2020-05-19,44641.0,Decorative Bookends
448,2020-05-20,44641.0,Decorative Bookends
449,2020-05-21,37993.0,Decorative Bookends
450,2020-05-22,37993.0,Decorative Bookends
451,2020-05-23,38126.0,Decorative Bookends
452,2020-05-24,38126.0,Decorative Bookends
453,2020-05-25,38126.0,Decorative Bookends
454,2020-05-26,38126.0,Decorative Bookends
455,2020-05-27,46703.0,Decorative Bookends
456,2020-05-28,46703.0,Decorative Bookends
457,2020-05-29,46703.0,Decorative Bookends
458,2020-05-30,46703.0,Decorative Bookends
459,2020-05-31,46703.0,Decorative Bookends
460,2020-06-01,49424.0,Decorative Bookends
461,2020-06-02,49424.0,Decorative Bookends
462,2020-06-03,42471.0,Decorative Bookends
463,2020-06-04,42471.0,Decorative Bookends
464,2020-06-05,41581.0,Decorative Bookends
465,2020-06-06,41581.0,Decorative Bookends
466,2020-06-07,41581.0,Decorative Bookends
467,2020-06-08,35771.0,Decorative Bookends
468,2020-06-09,35771.0,Decorative Bookends
469,2020-06-10,35771.0,Decorative Bookends
470,2020-06-11,35771.0,Decorative Bookends
471,2020-06-12,60651.0,Decorative Bookends
472,2020-06-13,60651.0,Decorative Bookends
473,2020-06-14,60651.0,Decorative Bookends
474,2020-06-15,60651.0,Decorative Bookends
475,2020-06-16,60651.0,Decorative Bookends
476,2020-06-17,60651.0,Decorative Bookends
477,2020-06-18,60651.0,Decorative Bookends
478,2020-06-19,60651.0,Decorative Bookends
479,2020-06-20,60651.0,Decorative Bookends
480,2020-06-21,54673.0,Decorative Bookends
481,2020-06-22,54673.0,Decorative Bookends
482,2020-06-23,54673.0,Decorative Bookends
483,2020-06-24,55377.0,Decorative Bookends
484,2020-06-25,55377.0,Decorative Bookends
485,2020-06-26,55377.0,Decorative Bookends
486,2020-06-27,52076.0,Decorative Bookends
487,2020-06-28,52076.0,Decorative Bookends
488,2020-06-29,52076.0,Decorative Bookends
489,2020-06-30,55401.0,Decorative Bookends
490,2020-07-01,65322.0,Decorative Bookends
491,2020-07-02,65322.0,Decorative Bookends
492,2020-07-03,65322.0,Decorative Bookends
493,2020-07-04,65322.0,Decorative Bookends
494,2020-07-05,65322.0,Decorative Bookends
495,2020-07-06,62680.0,Decorative Bookends
496,2020-07-07,65326.0,Decorative Bookends
497,2020-07-08,65326.0,Decorative Bookends
498,2020-07-09,65326.0,Decorative Bookends
499,2020-07-10,65326.0,Decorative Bookends
500,2020-07-11,40786.0,Decorative Bookends
501,2020-07-12,45657.0,Decorative Bookends
502,2020-07-13,45657.0,Decorative Bookends
503,2020-07-14,45657.0,Decorative Bookends
504,2020-07-15,45657.0,Decorative Bookends
505,2020-07-16,41427.0,Decorative Bookends
506,2020-07-17,41427.0,Decorative Bookends
507,2020-07-18,41427.0,Decorative Bookends
508,2020-07-19,41427.0,Decorative Bookends
509,2020-07-20,41427.0,Decorative Bookends
510,2020-07-21,32948.0,Decorative Bookends
511,2020-07-22,32948.0,Decorative Bookends
512,2020-07-23,32948.0,Decorative Bookends
513,2020-07-24,32948.0,Decorative Bookends
514,2020-07-25,32948.0,Decorative Bookends
515,2020-07-26,26689.0,Decorative Bookends
516,2020-07-27,26689.0,Decorative Bookends
517,2020-07-28,28645.0,Decorative Bookends
518,2020-07-29,28645.0,Decorative Bookends
519,2020-07-30,28645.0,Decorative Bookends
520,2020-07-31,28645.0,Decorative Bookends
521,2020-08-01,28645.0,Decorative Bookends
522,2020-08-02,28645.0,Decorative Bookends
523,2020-08-03,23978.0,Decorative Bookends
524,2020-08-04,25742.0,Decorative Bookends
525,2020-08-05,22531.0,Decorative Bookends
526,2020-08-06,22531.0,Decorative Bookends
527,2020-08-07,22531.0,Decorative Bookends
528,2020-08-08,22531.0,Decorative Bookends
529,2020-08-09,21380.0,Decorative Bookends
530,2020-08-10,21380.0,Decorative Bookends
531,2020-08-11,21110.0,Decorative Bookends
532,2020-08-12,21110.0,Decorative Bookends
533,2020-08-13,21110.0,Decorative Bookends
534,2020-08-14,21110.0,Decorative Bookends
535,2020-08-15,21110.0,Decorative Bookends
536,2020-08-16,36433.0,Decorative Bookends
537,2020-08-17,36433.0,Decorative Bookends
538,2020-08-18,37838.0,Decorative Bookends
539,2020-08-19,37838.0,Decorative Bookends
540,2020-08-20,37838.0,Decorative Bookends
541,2020-08-21,37838.0,Decorative Bookends
542,2020-08-22,37838.0,Decorative Bookends
543,2020-08-23,37838.0,Decorative Bookends
544,2020-08-24,37838.0,Decorative Bookends
545,2020-08-25,36750.0,Decorative Bookends
546,2020-08-26,36750.0,Decorative Bookends
547,2020-08-27,36750.0,Decorative Bookends
548,2020-08-28,36750.0,Decorative Bookends
549,2020-08-29,27549.0,Decorative Bookends
550,2020-08-30,27549.0,Decorative Bookends
551,2020-08-31,27549.0,Decorative Bookends
552,2020-09-01,27567.0,Decorative Bookends
553,2020-09-02,31811.0,Decorative Bookends
554,2020-09-03,31811.0,Decorative Bookends
555,2020-09-04,31811.0,Decorative Bookends
556,2020-09-05,31811.0,Decorative Bookends
557,2020-09-06,31811.0,Decorative Bookends
558,2020-09-07,30979.0,Decorative Bookends
559,2020-09-08,32853.0,Decorative Bookends
560,2020-09-09,32853.0,Decorative Bookends
561,2020-09-10,47500.0,Decorative Bookends
562,2020-09-11,47500.0,Decorative Bookends
563,2020-09-12,26314.0,Decorative Bookends
564,2020-09-13,26314.0,Decorative Bookends
565,2020-09-14,26314.0,Decorative Bookends
566,2020-09-15,26314.0,Decorative Bookends
567,2020-09-16,26314.0,Decorative Bookends
568,2020-09-17,26731.0,Decorative Bookends
569,2020-09-18,26731.0,Decorative Bookends
570,2020-09-19,26731.0,Decorative Bookends
571,2020-09-20,26731.0,Decorative Bookends
572,2020-09-21,26731.0,Decorative Bookends
573,2020-09-22,26930.0,Decorative Bookends
574,2020-09-23,26930.0,Decorative Bookends
575,2020-09-24,27868.0,Decorative Bookends
576,2020-09-25,27868.0,Decorative Bookends
577,2020-09-26,27868.0,Decorative Bookends
578,2020-09-27,27868.0,Decorative Bookends
579,2020-09-28,30694.0,Decorative Bookends
580,2020-09-29,30694.0,Decorative Bookends
581,2020-09-30,37367.0,Decorative Bookends
582,2020-10-01,37367.0,Decorative Bookends
583,2020-10-02,37367.0,Decorative Bookends
584,2020-10-03,37367.0,Decorative Bookends
585,2020-10-04,37367.0,Decorative Bookends
586,2020-10-05,36120.0,Decorative Bookends
587,2020-10-06,36120.0,Decorative Bookends
588,2020-10-07,41966.0,Decorative Bookends
589,2020-10-08,41966.0,Decorative Bookends
590,2020-10-09,32747.0,Decorative Bookends
591,2020-10-10,32747.0,Decorative Bookends
592,2020-10-11,32747.0,Decorative Bookends
593,2020-10-12,32747.0,Decorative Bookends
594,2020-10-13,32747.0,Decorative Bookends
595,2020-10-14,36253.0,Decorative Bookends
596,2020-10-15,33297.0,Decorative Bookends
597,2020-10-16,33297.0,Decorative Bookends
598,2020-10-17,33297.0,Decorative Bookends
599,2020-10-18,33297.0,Decorative Bookends
600,2020-10-19,28490.0,Decorative Bookends
601,2020-10-20,28490.0,Decorative Bookends
602,2020-10-21,26014.0,Decorative Bookends
603,2020-10-22,29324.0,Decorative Bookends
604,2020-10-23,29324.0,Decorative Bookends
605,2020-10-24,29324.0,Decorative Bookends
606,2020-10-25,29324.0,Decorative Bookends
607,2020-10-26,29324.0,Decorative Bookends
608,2020-10-27,29324.0,Decorative Bookends
609,2020-10-28,20859.0,Decorative Bookends
610,2020-10-29,20859.0,Decorative Bookends
611,2020-10-30,20859.0,Decorative Bookends
612,2020-10-31,20859.0,Decorative Bookends
613,2020-11-01,20859.0,Decorative Bookends
614,2020-11-02,26418.0,Decorative Bookends
615,2020-11-03,26418.0,Decorative Bookends
616,2020-11-04,27696.0,Decorative Bookends
617,2020-11-05,24910.0,Decorative Bookends
618,2020-11-06,24910.0,Decorative Bookends
619,2020-11-07,24910.0,Decorative Bookends
620,2020-11-08,24910.0,Decorative Bookends
621,2020-11-09,33720.0,Decorative Bookends
622,2020-11-10,33720.0,Decorative Bookends
623,2020-11-11,25604.0,Decorative Bookends
624,2020-11-12,26160.0,Decorative Bookends
625,2020-11-13,26160.0,Decorative Bookends
626,2020-11-14,19028.0,Decorative Bookends
627,2020-11-15,22173.0,Decorative Bookends
628,2020-11-16,22173.0,Decorative Bookends
629,2020-11-17,22173.0,Decorative Bookends
630,2020-11-18,22173.0,Decorative Bookends
631,2020-11-19,22173.0,Decorative Bookends
632,2020-11-20,20955.0,Decorative Bookends
633,2020-11-21,20955.0,Decorative Bookends
634,2020-11-22,20955.0,Decorative Bookends
635,2020-11-23,20955.0,Decorative Bookends
636,2020-11-24,20955.0,Decorative Bookends
637,2020-11-25,20955.0,Decorative Bookends
638,2020-11-26,20855.0,Decorative Bookends
639,2020-11-27,25274.0,Decorative Bookends
640,2020-11-28,25274.0,Decorative Bookends
641,2020-11-29,25274.0,Decorative Bookends
642,2020-11-30,25274.0,Decorative Bookends
643,2020-12-01,21510.0,Decorative Bookends
644,2020-12-02,21510.0,Decorative Bookends
645,2020-12-03,21510.0,Decorative Bookends
646,2020-12-04,19180.0,Decorative Bookends
647,2020-12-05,19180.0,Decorative Bookends
648,2020-12-06,19180.0,Decorative Bookends
649,2020-12-07,49398.0,Decorative Bookends
650,2020-12-08,49398.0,Decorative Bookends
651,2020-12-09,49398.0,Decorative Bookends
652,2020-12-10,49398.0,Decorative Bookends
653,2020-12-11,49398.0,Decorative Bookends
654,2020-12-12,49398.0,Decorative Bookends
655,2020-12-13,49398.0,Decorative Bookends
656,2020-12-14,35527.0,Decorative Bookends
657,2020-12-15,35527.0,Decorative Bookends
658,2020-12-16,35527.0,Decorative Bookends
659,2020-12-17,29355.0,Decorative Bookends
660,2020-12-18,29355.0,Decorative Bookends
661,2020-12-19,29355.0,Decorative Bookends
662,2020-12-20,29355.0,Decorative Bookends
663,2020-12-21,31484.0,Decorative Bookends
664,2020-12-22,31484.0,Decorative Bookends
665,2020-12-23,31484.0,Decorative Bookends
666,2020-12-24,33760.0,Decorative Bookends
667,2020-12-25,33760.0,Decorative Bookends
668,2020-12-26,30567.0,Decorative Bookends
669,2020-12-27,30567.0,Decorative Bookends
670,2020-12-28,30567.0,Decorative Bookends
671,2020-12-29,30567.0,Decorative Bookends
672,2020-12-30,30567.0,Decorative Bookends
673,2020-12-31,30567.0,Decorative Bookends
674,2021-01-01,24260.0,Decorative Bookends
675,2021-01-02,24260.0,Decorative Bookends
676,2021-01-03,20721.0,Decorative Bookends
677,2021-01-04,20721.0,Decorative Bookends
678,2021-01-05,20721.0,Decorative Bookends
679,2021-01-06,21209.0,Decorative Bookends
680,2021-01-07,21209.0,Decorative Bookends
681,2021-01-08,21209.0,Decorative Bookends
682,2021-01-09,15562.0,Decorative Bookends
683,2021-01-10,15562.0,Decorative Bookends
684,2021-01-11,11840.0,Decorative Bookends
685,2021-01-12,14692.0,Decorative Bookends
686,2021-01-13,14692.0,Decorative Bookends
687,2021-01-14,16968.0,Decorative Bookends
688,2021-01-15,16968.0,Decorative Bookends
689,2021-01-16,18995.0,Decorative Bookends
690,2021-01-17,17252.0,Decorative Bookends
691,2021-01-18,16214.0,Decorative Bookends
692,2021-01-19,16214.0,Decorative Bookends
693,2021-01-20,16214.0,Decorative Bookends
694,2021-01-21,16214.0,Decorative Bookends
695,2021-01-22,16214.0,Decorative Bookends
696,2021-01-23,19494.0,Decorative Bookends
697,2021-01-24,19494.0,Decorative Bookends
698,2021-01-25,19494.0,Decorative Bookends
699,2021-01-26,29780.0,Decorative Bookends
700,2021-01-27,29780.0,Decorative Bookends
701,2021-01-28,29780.0,Decorative Bookends
702,2021-01-29,41588.0,Decorative Bookends
703,2021-01-30,41588.0,Decorative Bookends
704,2021-01-31,41588.0,Decorative Bookends
705,2021-02-01,17073.0,Decorative Bookends
706,2021-02-02,17073.0,Decorative Bookends
707,2021-02-03,19864.0,Decorative Bookends
708,2021-02-04,19864.0,Decorative Bookends
709,2021-02-05,19864.0,Decorative Bookends
710,2021-02-06,19864.0,Decorative Bookends
711,2021-02-07,19864.0,Decorative Bookends
712,2021-02-08,18642.0,Decorative Bookends
713,2021-02-09,18642.0,Decorative Bookends
714,2021-02-10,18642.0,Decorative Bookends
715,2021-02-11,18642.0,Decorative Bookends
716,2021-02-12,18642.0,Decorative Bookends
717,2021-02-13,18642.0,Decorative Bookends
718,2021-02-14,18642.0,Decorative Bookends
719,2021-02-15,18642.0,Decorative Bookends
720,2021-02-16,18642.0,Decorative Bookends
721,2021-02-17,18642.0,Decorative Bookends
722,2021-02-18,13213.0,Decorative Bookends
723,2021-02-19,14570.0,Decorative Bookends
724,2021-02-20,14570.0,Decorative Bookends
725,2021-02-21,14570.0,Decorative Bookends
726,2021-02-22,14570.0,Decorative Bookends
727,2021-02-23,14570.0,Decorative Bookends
728,2021-02-24,17797.0,Decorative Bookends
729,2021-02-25,17797.0,Decorative Bookends
730,2021-02-26,22354.0,Decorative Bookends
731,2021-02-27,22354.0,Decorative Bookends
732,2021-02-28,15281.0,Decorative Bookends
733,2021-03-01,17925.0,Decorative Bookends
734,2021-03-02,17925.0,Decorative Bookends
735,2021-03-03,17925.0,Decorative Bookends
736,2021-03-04,17925.0,Decorative Bookends
737,2021-03-05,16599.0,Decorative Bookends
738,2021-03-06,16599.0,Decorative Bookends
739,2021-03-07,16270.0,Decorative Bookends
740,2021-03-08,16270.0,Decorative Bookends
741,2021-03-09,20817.0,Decorative Bookends
742,2021-03-10,19610.0,Decorative Bookends
743,2021-03-11,16458.0,Decorative Bookends
744,2021-03-12,13535.0,Decorative Bookends
745,2021-03-13,14968.0,Decorative Bookends
746,2021-03-14,14968.0,Decorative Bookends
747,2021-03-15,14968.0,Decorative Bookends
748,2021-03-16,21491.0,Decorative Bookends
749,2021-03-17,21491.0,Decorative Bookends
750,2021-03-18,21491.0,Decorative Bookends
751,2021-03-19,15620.0,Decorative Bookends
752,2021-03-20,15620.0,Decorative Bookends
753,2021-03-21,17712.0,Decorative Bookends
754,2021-03-22,17712.0,Decorative Bookends
755,2021-03-23,17712.0,Decorative Bookends
756,2021-03-24,17712.0,Decorative Bookends
757,2021-03-25,19793.0,Decorative Bookends
758,2021-03-26,19793.0,Decorative Bookends
759,2021-03-27,19793.0,Decorative Bookends
760,2021-03-28,19793.0,Decorative Bookends
761,2021-03-29,24245.0,Decorative Bookends
762,2021-03-30,24245.0,Decorative Bookends
763,2021-03-31,24245.0,Decorative Bookends
764,2021-04-01,42396.0,Decorative Bookends
765,2021-04-02,42396.0,Decorative Bookends
766,2021-04-03,21643.0,Decorative Bookends
767,2021-04-04,21643.0,Decorative Bookends
768,2021-04-05,37477.0,Decorative Bookends
769,2021-04-06,37477.0,Decorative Bookends
770,2021-04-07,29762.0,Decorative Bookends
771,2021-04-08,27279.0,Decorative Bookends
772,2021-04-09,27279.0,Decorative Bookends
773,2021-04-10,23393.0,Decorative Bookends
774,2021-04-11,23535.0,Decorative Bookends
775,2021-04-12,23535.0,Decorative Bookends
776,2021-04-13,23535.0,Decorative Bookends
777,2021-04-14,23535.0,Decorative Bookends
778,2021-04-15,27474.0,Decorative Bookends
779,2021-04-16,27474.0,Decorative Bookends
780,2021-04-17,25923.0,Decorative Bookends
781,2021-04-18,25923.0,Decorative Bookends
782,2021-04-19,31602.0,Decorative Bookends
783,2021-04-20,31602.0,Decorative Bookends
784,2021-04-21,26643.0,Decorative Bookends
785,2021-04-22,26643.0,Decorative Bookends
786,2021-04-23,25338.0,Decorative Bookends
787,2021-04-24,25338.0,Decorative Bookends
788,2021-04-25,25338.0,Decorative Bookends
789,2021-04-26,25338.0,Decorative Bookends
790,2021-04-27,25338.0,Decorative Bookends
791,2021-04-28,25338.0,Decorative Bookends
792,2021-04-29,31048.0,Decorative Bookends
793,2021-04-30,31048.0,Decorative Bookends
794,2021-05-01,31048.0,Decorative Bookends
795,2021-05-02,31048.0,Decorative Bookends
796,2021-05-03,26088.0,Decorative Bookends
797,2021-05-04,26088.0,Decorative Bookends
798,2021-05-05,19762.0,Decorative Bookends
799,2021-05-06,21532.0,Decorative Bookends
800,2021-05-07,21532.0,Decorative Bookends
801,2021-05-08,22429.0,Decorative Bookends
802,2021-05-09,22429.0,Decorative Bookends
803,2021-05-10,28395.0,Decorative Bookends
804,2021-05-11,25954.0,Decorative Bookends
805,2021-05-12,25954.0,Decorative Bookends
806,2021-05-13,25954.0,Decorative Bookends
807,2021-05-14,29588.0,Decorative Bookends
808,2021-05-15,24987.0,Decorative Bookends
809,2021-05-16,24987.0,Decorative Bookends
810,2021-05-17,24359.0,Decorative Bookends
811,2021-05-18,24359.0,Decorative Bookends
812,2021-05-19,24359.0,Decorative Bookends
813,2021-05-20,28385.0,Decorative Bookends
814,2021-05-21,28385.0,Decorative Bookends
815,2021-05-22,28385.0,Decorative Bookends
816,2021-05-23,28385.0,Decorative Bookends
817,2021-05-24,19016.0,Decorative Bookends
818,2021-05-25,23060.0,Decorative Bookends
819,2021-05-26,22163.0,Decorative Bookends
820,2021-05-27,22616.0,Decorative Bookends
821,2021-05-28,20631.0,Decorative Bookends
822,2021-05-29,20631.0,Decorative Bookends
823,2021-05-30,20631.0,Decorative Bookends
824,2021-05-31,30691.0,Decorative Bookends
825,2021-06-01,18965.0,Decorative Bookends
826,2021-06-02,18965.0,Decorative Bookends
827,2021-06-03,16728.0,Decorative Bookends
828,2021-06-04,16728.0,Decorative Bookends
829,2021-06-05,20689.0,Decorative Bookends
830,2021-06-06,20689.0,Decorative Bookends
831,2021-06-07,31670.0,Decorative Bookends
832,2021-06-08,28844.0,Decorative Bookends
833,2021-06-09,28844.0,Decorative Bookends
834,2021-06-10,28844.0,Decorative Bookends
835,2021-06-11,28844.0,Decorative Bookends
836,2021-06-12,28844.0,Decorative Bookends
837,2021-06-13,28844.0,Decorative Bookends
838,2021-06-14,28844.0,Decorative Bookends
839,2021-06-15,38219.0,Decorative Bookends
840,2021-06-16,38219.0,Decorative Bookends
841,2021-06-17,42844.0,Decorative Bookends
842,2021-06-18,42844.0,Decorative Bookends
843,2021-06-19,38199.0,Decorative Bookends
844,2021-06-20,38199.0,Decorative Bookends
845,2021-06-21,25459.0,Decorative Bookends
846,2021-06-22,25459.0,Decorative Bookends
847,2021-06-23,25459.0,Decorative Bookends
848,2021-06-24,28317.0,Decorative Bookends
849,2021-06-25,28317.0,Decorative Bookends
850,2021-06-26,28317.0,Decorative Bookends
851,2021-06-27,28317.0,Decorative Bookends
852,2021-06-28,34107.0,Decorative Bookends
853,2021-06-29,30095.0,Decorative Bookends
854,2021-06-30,30095.0,Decorative Bookends
855,2021-07-01,30095.0,Decorative Bookends
856,2021-07-02,33691.0,Decorative Bookends
857,2021-07-03,33691.0,Decorative Bookends
858,2021-07-04,33691.0,Decorative Bookends
859,2021-07-05,33691.0,Decorative Bookends
860,2021-07-06,33691.0,Decorative Bookends
861,2021-07-07,35940.0,Decorative Bookends
862,2021-07-08,38196.0,Decorative Bookends
863,2021-07-09,38283.0,Decorative Bookends
864,2021-07-10,39713.0,Decorative Bookends
