,date,value,name_B0894H4YTM
0,2020-06-30,82143.0,Throw Pillow Covers
1,2020-07-01,82143.0,Throw Pillow Covers
2,2020-07-02,82143.0,Throw Pillow Covers
3,2020-07-03,82143.0,Throw Pillow Covers
4,2020-07-04,31605.0,Throw Pillow Covers
5,2020-07-05,31605.0,Throw Pillow Covers
6,2020-07-06,31605.0,Throw Pillow Covers
7,2020-07-07,24603.0,Throw Pillow Covers
8,2020-07-08,24603.0,Throw Pillow Covers
9,2020-07-09,27214.0,Throw Pillow Covers
10,2020-07-10,27214.0,Throw Pillow Covers
11,2020-07-11,27214.0,Throw Pillow Covers
12,2020-07-12,27214.0,Throw Pillow Covers
13,2020-07-13,38668.0,Throw Pillow Covers
14,2020-07-14,38668.0,Throw Pillow Covers
15,2020-07-15,27471.0,Throw Pillow Covers
16,2020-07-16,44022.0,Throw Pillow Covers
17,2020-07-17,44022.0,Throw Pillow Covers
18,2020-07-18,36764.0,Throw Pillow Covers
19,2020-07-19,36764.0,Throw Pillow Covers
20,2020-07-20,36764.0,Throw Pillow Covers
21,2020-07-21,36764.0,Throw Pillow Covers
22,2020-07-22,36764.0,Throw Pillow Covers
23,2020-07-23,36764.0,Throw Pillow Covers
24,2020-07-24,33677.0,Throw Pillow Covers
25,2020-07-25,33677.0,Throw Pillow Covers
26,2020-07-26,33677.0,Throw Pillow Covers
27,2020-07-27,28794.0,Throw Pillow Covers
28,2020-07-28,28794.0,Throw Pillow Covers
29,2020-07-29,35512.0,Throw Pillow Covers
30,2020-07-30,32896.0,Throw Pillow Covers
31,2020-07-31,24405.0,Throw Pillow Covers
32,2020-08-01,24405.0,Throw Pillow Covers
33,2020-08-02,24405.0,Throw Pillow Covers
34,2020-08-03,26932.0,Throw Pillow Covers
35,2020-08-04,26932.0,Throw Pillow Covers
36,2020-08-05,16991.0,Throw Pillow Covers
37,2020-08-06,19132.0,Throw Pillow Covers
38,2020-08-07,19132.0,Throw Pillow Covers
39,2020-08-08,19132.0,Throw Pillow Covers
40,2020-08-09,14575.0,Throw Pillow Covers
41,2020-08-10,11974.0,Throw Pillow Covers
42,2020-08-11,11974.0,Throw Pillow Covers
43,2020-08-12,12924.0,Throw Pillow Covers
44,2020-08-13,11668.0,Throw Pillow Covers
45,2020-08-14,11669.0,Throw Pillow Covers
46,2020-08-15,11669.0,Throw Pillow Covers
47,2020-08-16,11669.0,Throw Pillow Covers
48,2020-08-17,12774.0,Throw Pillow Covers
49,2020-08-18,12774.0,Throw Pillow Covers
50,2020-08-19,10888.0,Throw Pillow Covers
51,2020-08-20,7696.0,Throw Pillow Covers
52,2020-08-21,10526.0,Throw Pillow Covers
53,2020-08-22,10526.0,Throw Pillow Covers
54,2020-08-23,10526.0,Throw Pillow Covers
55,2020-08-24,6864.0,Throw Pillow Covers
56,2020-08-25,6864.0,Throw Pillow Covers
57,2020-08-26,6508.0,Throw Pillow Covers
58,2020-08-27,6218.0,Throw Pillow Covers
59,2020-08-28,6218.0,Throw Pillow Covers
60,2020-08-29,6218.0,Throw Pillow Covers
61,2020-08-30,6218.0,Throw Pillow Covers
62,2020-08-31,5903.0,Throw Pillow Covers
63,2020-09-01,5903.0,Throw Pillow Covers
64,2020-09-02,6104.0,Throw Pillow Covers
65,2020-09-03,6104.0,Throw Pillow Covers
66,2020-09-04,6104.0,Throw Pillow Covers
67,2020-09-05,5366.0,Throw Pillow Covers
68,2020-09-06,5366.0,Throw Pillow Covers
69,2020-09-07,5503.0,Throw Pillow Covers
70,2020-09-08,6085.0,Throw Pillow Covers
71,2020-09-09,6131.0,Throw Pillow Covers
72,2020-09-10,6131.0,Throw Pillow Covers
73,2020-09-11,6131.0,Throw Pillow Covers
74,2020-09-12,3373.0,Throw Pillow Covers
75,2020-09-13,3373.0,Throw Pillow Covers
76,2020-09-14,3373.0,Throw Pillow Covers
77,2020-09-15,3848.0,Throw Pillow Covers
78,2020-09-16,4089.0,Throw Pillow Covers
79,2020-09-17,5079.0,Throw Pillow Covers
80,2020-09-18,5079.0,Throw Pillow Covers
81,2020-09-19,4813.0,Throw Pillow Covers
82,2020-09-20,4813.0,Throw Pillow Covers
83,2020-09-21,4813.0,Throw Pillow Covers
84,2020-09-22,4732.0,Throw Pillow Covers
85,2020-09-23,4001.0,Throw Pillow Covers
86,2020-09-24,4001.0,Throw Pillow Covers
87,2020-09-25,3440.0,Throw Pillow Covers
88,2020-09-26,3440.0,Throw Pillow Covers
89,2020-09-27,2909.0,Throw Pillow Covers
90,2020-09-28,2775.0,Throw Pillow Covers
91,2020-09-29,3212.0,Throw Pillow Covers
92,2020-09-30,4121.0,Throw Pillow Covers
93,2020-10-01,4121.0,Throw Pillow Covers
94,2020-10-02,4121.0,Throw Pillow Covers
95,2020-10-03,4542.0,Throw Pillow Covers
96,2020-10-04,4542.0,Throw Pillow Covers
97,2020-10-05,4053.0,Throw Pillow Covers
98,2020-10-06,4053.0,Throw Pillow Covers
99,2020-10-07,4053.0,Throw Pillow Covers
100,2020-10-08,4362.0,Throw Pillow Covers
101,2020-10-09,4362.0,Throw Pillow Covers
102,2020-10-10,3378.0,Throw Pillow Covers
103,2020-10-11,2983.0,Throw Pillow Covers
104,2020-10-12,2667.0,Throw Pillow Covers
105,2020-10-13,3846.0,Throw Pillow Covers
106,2020-10-14,3253.0,Throw Pillow Covers
107,2020-10-15,3321.0,Throw Pillow Covers
108,2020-10-16,3321.0,Throw Pillow Covers
109,2020-10-17,2953.0,Throw Pillow Covers
110,2020-10-18,2953.0,Throw Pillow Covers
111,2020-10-19,2862.0,Throw Pillow Covers
112,2020-10-20,3897.0,Throw Pillow Covers
113,2020-10-21,3897.0,Throw Pillow Covers
114,2020-10-22,2881.0,Throw Pillow Covers
115,2020-10-23,2881.0,Throw Pillow Covers
116,2020-10-24,2881.0,Throw Pillow Covers
117,2020-10-25,3668.0,Throw Pillow Covers
118,2020-10-26,3218.0,Throw Pillow Covers
119,2020-10-27,3828.0,Throw Pillow Covers
120,2020-10-28,3828.0,Throw Pillow Covers
121,2020-10-29,4843.0,Throw Pillow Covers
122,2020-10-30,4387.0,Throw Pillow Covers
123,2020-10-31,4387.0,Throw Pillow Covers
124,2020-11-01,4387.0,Throw Pillow Covers
125,2020-11-02,3154.0,Throw Pillow Covers
126,2020-11-03,3692.0,Throw Pillow Covers
127,2020-11-04,3439.0,Throw Pillow Covers
128,2020-11-05,3760.0,Throw Pillow Covers
129,2020-11-06,3760.0,Throw Pillow Covers
130,2020-11-07,3660.0,Throw Pillow Covers
131,2020-11-08,3647.0,Throw Pillow Covers
132,2020-11-09,3647.0,Throw Pillow Covers
133,2020-11-10,3974.0,Throw Pillow Covers
134,2020-11-11,3732.0,Throw Pillow Covers
135,2020-11-12,3469.0,Throw Pillow Covers
136,2020-11-13,3851.0,Throw Pillow Covers
137,2020-11-14,3851.0,Throw Pillow Covers
138,2020-11-15,3851.0,Throw Pillow Covers
139,2020-11-16,2769.0,Throw Pillow Covers
140,2020-11-17,3033.0,Throw Pillow Covers
141,2020-11-18,3580.0,Throw Pillow Covers
142,2020-11-19,3090.0,Throw Pillow Covers
143,2020-11-20,3090.0,Throw Pillow Covers
144,2020-11-21,3090.0,Throw Pillow Covers
145,2020-11-22,3043.0,Throw Pillow Covers
146,2020-11-23,2585.0,Throw Pillow Covers
147,2020-11-24,2585.0,Throw Pillow Covers
148,2020-11-25,3209.0,Throw Pillow Covers
149,2020-11-26,3670.0,Throw Pillow Covers
150,2020-11-27,3110.0,Throw Pillow Covers
151,2020-11-28,3302.0,Throw Pillow Covers
152,2020-11-29,3302.0,Throw Pillow Covers
153,2020-11-30,3302.0,Throw Pillow Covers
154,2020-12-01,3678.0,Throw Pillow Covers
155,2020-12-02,3678.0,Throw Pillow Covers
156,2020-12-03,4085.0,Throw Pillow Covers
157,2020-12-04,4525.0,Throw Pillow Covers
158,2020-12-05,4524.0,Throw Pillow Covers
159,2020-12-06,4394.0,Throw Pillow Covers
160,2020-12-07,4327.0,Throw Pillow Covers
161,2020-12-08,5187.0,Throw Pillow Covers
162,2020-12-09,5036.0,Throw Pillow Covers
163,2020-12-10,5296.0,Throw Pillow Covers
164,2020-12-11,5306.0,Throw Pillow Covers
165,2020-12-12,5464.0,Throw Pillow Covers
166,2020-12-13,5252.0,Throw Pillow Covers
167,2020-12-14,5235.0,Throw Pillow Covers
168,2020-12-15,6021.0,Throw Pillow Covers
169,2020-12-16,5838.0,Throw Pillow Covers
170,2020-12-17,5620.0,Throw Pillow Covers
171,2020-12-18,5609.0,Throw Pillow Covers
172,2020-12-19,5609.0,Throw Pillow Covers
173,2020-12-20,4910.0,Throw Pillow Covers
174,2020-12-21,4920.0,Throw Pillow Covers
175,2020-12-22,3970.0,Throw Pillow Covers
176,2020-12-23,4188.0,Throw Pillow Covers
177,2020-12-24,3931.0,Throw Pillow Covers
178,2020-12-25,4393.0,Throw Pillow Covers
179,2020-12-26,4244.0,Throw Pillow Covers
180,2020-12-27,2482.0,Throw Pillow Covers
181,2020-12-28,1963.0,Throw Pillow Covers
182,2020-12-29,1745.0,Throw Pillow Covers
183,2020-12-30,1654.0,Throw Pillow Covers
184,2020-12-31,1815.0,Throw Pillow Covers
185,2021-01-01,1761.0,Throw Pillow Covers
186,2021-01-02,1428.0,Throw Pillow Covers
187,2021-01-03,1313.0,Throw Pillow Covers
188,2021-01-04,1215.0,Throw Pillow Covers
189,2021-01-05,1620.0,Throw Pillow Covers
190,2021-01-06,1622.0,Throw Pillow Covers
191,2021-01-07,1552.0,Throw Pillow Covers
192,2021-01-08,1444.0,Throw Pillow Covers
193,2021-01-09,1704.0,Throw Pillow Covers
194,2021-01-10,1543.0,Throw Pillow Covers
195,2021-01-11,1299.0,Throw Pillow Covers
196,2021-01-12,1313.0,Throw Pillow Covers
197,2021-01-13,1501.0,Throw Pillow Covers
198,2021-01-14,1664.0,Throw Pillow Covers
199,2021-01-15,1571.0,Throw Pillow Covers
200,2021-01-16,1664.0,Throw Pillow Covers
201,2021-01-17,1530.0,Throw Pillow Covers
202,2021-01-18,1652.0,Throw Pillow Covers
203,2021-01-19,1652.0,Throw Pillow Covers
204,2021-01-20,1933.0,Throw Pillow Covers
205,2021-01-21,2562.0,Throw Pillow Covers
206,2021-01-22,2562.0,Throw Pillow Covers
207,2021-01-23,2339.0,Throw Pillow Covers
208,2021-01-24,2339.0,Throw Pillow Covers
209,2021-01-25,2080.0,Throw Pillow Covers
210,2021-01-26,2080.0,Throw Pillow Covers
211,2021-01-27,2080.0,Throw Pillow Covers
212,2021-01-28,2239.0,Throw Pillow Covers
213,2021-01-29,1638.0,Throw Pillow Covers
214,2021-01-30,2003.0,Throw Pillow Covers
215,2021-01-31,1776.0,Throw Pillow Covers
216,2021-02-01,1643.0,Throw Pillow Covers
217,2021-02-02,1820.0,Throw Pillow Covers
218,2021-02-03,1812.0,Throw Pillow Covers
219,2021-02-04,1919.0,Throw Pillow Covers
220,2021-02-05,1919.0,Throw Pillow Covers
221,2021-02-06,1919.0,Throw Pillow Covers
222,2021-02-07,1593.0,Throw Pillow Covers
223,2021-02-08,1593.0,Throw Pillow Covers
224,2021-02-09,1593.0,Throw Pillow Covers
225,2021-02-10,2015.0,Throw Pillow Covers
226,2021-02-11,2062.0,Throw Pillow Covers
227,2021-02-12,2062.0,Throw Pillow Covers
228,2021-02-13,2062.0,Throw Pillow Covers
229,2021-02-14,1962.0,Throw Pillow Covers
230,2021-02-15,1703.0,Throw Pillow Covers
231,2021-02-16,1873.0,Throw Pillow Covers
232,2021-02-17,1873.0,Throw Pillow Covers
233,2021-02-18,1769.0,Throw Pillow Covers
234,2021-02-19,1906.0,Throw Pillow Covers
235,2021-02-20,1774.0,Throw Pillow Covers
236,2021-02-21,1441.0,Throw Pillow Covers
237,2021-02-22,1269.0,Throw Pillow Covers
238,2021-02-23,1789.0,Throw Pillow Covers
239,2021-02-24,1789.0,Throw Pillow Covers
240,2021-02-25,1924.0,Throw Pillow Covers
241,2021-02-26,1976.0,Throw Pillow Covers
242,2021-02-27,1684.0,Throw Pillow Covers
243,2021-02-28,1643.0,Throw Pillow Covers
244,2021-03-01,1711.0,Throw Pillow Covers
245,2021-03-02,1884.0,Throw Pillow Covers
246,2021-03-03,1772.0,Throw Pillow Covers
247,2021-03-04,1731.0,Throw Pillow Covers
248,2021-03-05,1690.0,Throw Pillow Covers
249,2021-03-06,1515.0,Throw Pillow Covers
250,2021-03-07,1604.0,Throw Pillow Covers
251,2021-03-08,1604.0,Throw Pillow Covers
252,2021-03-09,1696.0,Throw Pillow Covers
253,2021-03-10,1696.0,Throw Pillow Covers
254,2021-03-11,1878.0,Throw Pillow Covers
255,2021-03-12,1771.0,Throw Pillow Covers
256,2021-03-13,1966.0,Throw Pillow Covers
257,2021-03-14,1576.0,Throw Pillow Covers
258,2021-03-15,1787.0,Throw Pillow Covers
259,2021-03-16,2208.0,Throw Pillow Covers
260,2021-03-17,2252.0,Throw Pillow Covers
261,2021-03-18,1931.0,Throw Pillow Covers
262,2021-03-19,2377.0,Throw Pillow Covers
263,2021-03-20,2045.0,Throw Pillow Covers
264,2021-03-21,2045.0,Throw Pillow Covers
265,2021-03-22,2045.0,Throw Pillow Covers
266,2021-03-23,2153.0,Throw Pillow Covers
267,2021-03-24,2171.0,Throw Pillow Covers
268,2021-03-25,2121.0,Throw Pillow Covers
269,2021-03-26,2010.0,Throw Pillow Covers
270,2021-03-27,2027.0,Throw Pillow Covers
271,2021-03-28,2019.0,Throw Pillow Covers
272,2021-03-29,2019.0,Throw Pillow Covers
273,2021-03-30,1871.0,Throw Pillow Covers
274,2021-03-31,2337.0,Throw Pillow Covers
275,2021-04-01,2323.0,Throw Pillow Covers
276,2021-04-02,2323.0,Throw Pillow Covers
277,2021-04-03,2020.0,Throw Pillow Covers
278,2021-04-04,1821.0,Throw Pillow Covers
279,2021-04-05,1987.0,Throw Pillow Covers
280,2021-04-06,2273.0,Throw Pillow Covers
281,2021-04-07,2097.0,Throw Pillow Covers
282,2021-04-08,2268.0,Throw Pillow Covers
283,2021-04-09,2268.0,Throw Pillow Covers
284,2021-04-10,2110.0,Throw Pillow Covers
285,2021-04-11,2110.0,Throw Pillow Covers
286,2021-04-12,1825.0,Throw Pillow Covers
287,2021-04-13,2027.0,Throw Pillow Covers
288,2021-04-14,2158.0,Throw Pillow Covers
289,2021-04-15,2018.0,Throw Pillow Covers
290,2021-04-16,2018.0,Throw Pillow Covers
291,2021-04-17,1799.0,Throw Pillow Covers
292,2021-04-18,1619.0,Throw Pillow Covers
293,2021-04-19,1619.0,Throw Pillow Covers
294,2021-04-20,2474.0,Throw Pillow Covers
295,2021-04-21,2474.0,Throw Pillow Covers
296,2021-04-22,2226.0,Throw Pillow Covers
297,2021-04-23,2280.0,Throw Pillow Covers
298,2021-04-24,2280.0,Throw Pillow Covers
299,2021-04-25,1952.0,Throw Pillow Covers
300,2021-04-26,2019.0,Throw Pillow Covers
301,2021-04-27,2572.0,Throw Pillow Covers
302,2021-04-28,2572.0,Throw Pillow Covers
303,2021-04-29,3096.0,Throw Pillow Covers
304,2021-04-30,3291.0,Throw Pillow Covers
305,2021-05-01,3291.0,Throw Pillow Covers
306,2021-05-02,3354.0,Throw Pillow Covers
307,2021-05-03,4185.0,Throw Pillow Covers
308,2021-05-04,4185.0,Throw Pillow Covers
309,2021-05-05,4185.0,Throw Pillow Covers
310,2021-05-06,4185.0,Throw Pillow Covers
311,2021-05-07,4185.0,Throw Pillow Covers
312,2021-05-08,4050.0,Throw Pillow Covers
313,2021-05-09,2344.0,Throw Pillow Covers
314,2021-05-10,3135.0,Throw Pillow Covers
315,2021-05-11,3269.0,Throw Pillow Covers
316,2021-05-12,3440.0,Throw Pillow Covers
317,2021-05-13,3440.0,Throw Pillow Covers
318,2021-05-14,3347.0,Throw Pillow Covers
319,2021-05-15,3347.0,Throw Pillow Covers
320,2021-05-16,2749.0,Throw Pillow Covers
321,2021-05-17,3625.0,Throw Pillow Covers
322,2021-05-18,3808.0,Throw Pillow Covers
323,2021-05-19,3808.0,Throw Pillow Covers
324,2021-05-20,3745.0,Throw Pillow Covers
325,2021-05-21,3745.0,Throw Pillow Covers
326,2021-05-22,3840.0,Throw Pillow Covers
327,2021-05-23,3840.0,Throw Pillow Covers
328,2021-05-24,4567.0,Throw Pillow Covers
329,2021-05-25,4567.0,Throw Pillow Covers
330,2021-05-26,4738.0,Throw Pillow Covers
331,2021-05-27,5764.0,Throw Pillow Covers
332,2021-05-28,5764.0,Throw Pillow Covers
333,2021-05-29,5158.0,Throw Pillow Covers
334,2021-05-30,5158.0,Throw Pillow Covers
335,2021-05-31,4547.0,Throw Pillow Covers
336,2021-06-01,4547.0,Throw Pillow Covers
337,2021-06-02,4888.0,Throw Pillow Covers
338,2021-06-03,4650.0,Throw Pillow Covers
339,2021-06-04,4650.0,Throw Pillow Covers
340,2021-06-05,5390.0,Throw Pillow Covers
341,2021-06-06,4819.0,Throw Pillow Covers
342,2021-06-07,5436.0,Throw Pillow Covers
343,2021-06-08,5098.0,Throw Pillow Covers
344,2021-06-09,4978.0,Throw Pillow Covers
345,2021-06-10,4938.0,Throw Pillow Covers
346,2021-06-11,4938.0,Throw Pillow Covers
347,2021-06-12,5651.0,Throw Pillow Covers
348,2021-06-13,5651.0,Throw Pillow Covers
349,2021-06-14,6211.0,Throw Pillow Covers
350,2021-06-15,5623.0,Throw Pillow Covers
351,2021-06-16,5037.0,Throw Pillow Covers
352,2021-06-17,5473.0,Throw Pillow Covers
353,2021-06-18,5473.0,Throw Pillow Covers
354,2021-06-19,5473.0,Throw Pillow Covers
355,2021-06-20,6480.0,Throw Pillow Covers
356,2021-06-21,6839.0,Throw Pillow Covers
357,2021-06-22,4953.0,Throw Pillow Covers
358,2021-06-23,4953.0,Throw Pillow Covers
359,2021-06-24,4746.0,Throw Pillow Covers
360,2021-06-25,5126.0,Throw Pillow Covers
361,2021-06-26,4981.0,Throw Pillow Covers
362,2021-06-27,4981.0,Throw Pillow Covers
363,2021-06-28,5184.0,Throw Pillow Covers
364,2021-06-29,5088.0,Throw Pillow Covers
365,2021-06-30,5088.0,Throw Pillow Covers
366,2021-07-01,5802.0,Throw Pillow Covers
367,2021-07-02,5802.0,Throw Pillow Covers
368,2021-07-03,5391.0,Throw Pillow Covers
369,2021-07-04,5391.0,Throw Pillow Covers
370,2021-07-05,6146.0,Throw Pillow Covers
371,2021-07-06,6146.0,Throw Pillow Covers
372,2021-07-07,5289.0,Throw Pillow Covers
373,2021-07-08,5289.0,Throw Pillow Covers
374,2021-07-09,4907.0,Throw Pillow Covers
375,2021-07-10,4970.0,Throw Pillow Covers
