,date,value,name_B08HLKT5ZL
0,2020-09-11,8432.0,Umbrellas
1,2020-09-12,8432.0,Umbrellas
2,2020-09-13,8432.0,Umbrellas
3,2020-09-14,8432.0,Umbrellas
4,2020-09-15,6985.0,Umbrellas
5,2020-09-16,6985.0,Umbrellas
6,2020-09-17,4964.0,Umbrellas
7,2020-09-18,4964.0,Umbrellas
8,2020-09-19,4964.0,Umbrellas
9,2020-09-20,4964.0,Umbrellas
10,2020-09-21,4964.0,Umbrellas
11,2020-09-22,6698.0,Umbrellas
12,2020-09-23,6698.0,Umbrellas
13,2020-09-24,12428.0,Umbrellas
14,2020-09-25,10256.0,Umbrellas
15,2020-09-26,10256.0,Umbrellas
16,2020-09-27,9797.0,Umbrellas
17,2020-09-28,9797.0,Umbrellas
18,2020-09-29,9797.0,Umbrellas
19,2020-09-30,9797.0,Umbrellas
20,2020-10-01,5281.0,Umbrellas
21,2020-10-02,6671.0,Umbrellas
22,2020-10-03,6671.0,Umbrellas
23,2020-10-04,6671.0,Umbrellas
24,2020-10-05,2633.0,Umbrellas
25,2020-10-06,2633.0,Umbrellas
26,2020-10-07,2633.0,Umbrellas
27,2020-10-08,7300.0,Umbrellas
28,2020-10-09,7300.0,Umbrellas
29,2020-10-10,7991.0,Umbrellas
30,2020-10-11,7991.0,Umbrellas
31,2020-10-12,7991.0,Umbrellas
32,2020-10-13,7991.0,Umbrellas
33,2020-10-14,14676.0,Umbrellas
34,2020-10-15,14676.0,Umbrellas
35,2020-10-16,14676.0,Umbrellas
36,2020-10-17,14676.0,Umbrellas
37,2020-10-18,14676.0,Umbrellas
38,2020-10-19,13740.0,Umbrellas
39,2020-10-20,13740.0,Umbrellas
40,2020-10-21,13740.0,Umbrellas
41,2020-10-22,16335.0,Umbrellas
42,2020-10-23,16335.0,Umbrellas
43,2020-10-24,16335.0,Umbrellas
44,2020-10-25,19567.0,Umbrellas
45,2020-10-26,19567.0,Umbrellas
46,2020-10-27,19567.0,Umbrellas
47,2020-10-28,19567.0,Umbrellas
48,2020-10-29,16428.0,Umbrellas
49,2020-10-30,16428.0,Umbrellas
50,2020-10-31,16428.0,Umbrellas
51,2020-11-01,16428.0,Umbrellas
52,2020-11-02,16428.0,Umbrellas
53,2020-11-03,35712.0,Umbrellas
54,2020-11-04,35712.0,Umbrellas
55,2020-11-05,16900.0,Umbrellas
56,2020-11-06,16900.0,Umbrellas
57,2020-11-07,16900.0,Umbrellas
58,2020-11-08,16900.0,Umbrellas
59,2020-11-09,16900.0,Umbrellas
60,2020-11-10,16900.0,Umbrellas
61,2020-11-11,35688.0,Umbrellas
62,2020-11-12,35688.0,Umbrellas
63,2020-11-13,35688.0,Umbrellas
64,2020-11-14,32445.0,Umbrellas
65,2020-11-15,32445.0,Umbrellas
66,2020-11-16,32445.0,Umbrellas
67,2020-11-17,32445.0,Umbrellas
68,2020-11-18,32445.0,Umbrellas
69,2020-11-19,38207.0,Umbrellas
70,2020-11-20,24948.0,Umbrellas
71,2020-11-21,24948.0,Umbrellas
72,2020-11-22,24948.0,Umbrellas
73,2020-11-23,42844.0,Umbrellas
74,2020-11-24,42844.0,Umbrellas
75,2020-11-25,26831.0,Umbrellas
76,2020-11-26,26831.0,Umbrellas
77,2020-11-27,26831.0,Umbrellas
78,2020-11-28,16726.0,Umbrellas
79,2020-11-29,20555.0,Umbrellas
80,2020-11-30,20699.0,Umbrellas
81,2020-12-01,24380.0,Umbrellas
82,2020-12-02,23521.0,Umbrellas
83,2020-12-03,28530.0,Umbrellas
84,2020-12-04,28530.0,Umbrellas
85,2020-12-05,23291.0,Umbrellas
86,2020-12-06,23291.0,Umbrellas
87,2020-12-07,23291.0,Umbrellas
88,2020-12-08,23291.0,Umbrellas
89,2020-12-09,23291.0,Umbrellas
90,2020-12-10,41745.0,Umbrellas
91,2020-12-11,41745.0,Umbrellas
92,2020-12-12,49673.0,Umbrellas
93,2020-12-13,49673.0,Umbrellas
94,2020-12-14,27392.0,Umbrellas
95,2020-12-15,27392.0,Umbrellas
96,2020-12-16,27392.0,Umbrellas
97,2020-12-17,27392.0,Umbrellas
98,2020-12-18,26498.0,Umbrellas
99,2020-12-19,26498.0,Umbrellas
100,2020-12-20,26498.0,Umbrellas
101,2020-12-21,26498.0,Umbrellas
102,2020-12-22,41623.0,Umbrellas
103,2020-12-23,41623.0,Umbrellas
104,2020-12-24,41623.0,Umbrellas
105,2020-12-25,41623.0,Umbrellas
106,2020-12-26,41623.0,Umbrellas
107,2020-12-27,41623.0,Umbrellas
108,2020-12-28,47428.0,Umbrellas
109,2020-12-29,47428.0,Umbrellas
110,2020-12-30,47428.0,Umbrellas
111,2020-12-31,47428.0,Umbrellas
112,2021-01-01,47428.0,Umbrellas
113,2021-01-02,47428.0,Umbrellas
114,2021-01-03,47428.0,Umbrellas
115,2021-01-04,44855.0,Umbrellas
116,2021-01-05,44855.0,Umbrellas
117,2021-01-06,44855.0,Umbrellas
118,2021-01-07,44855.0,Umbrellas
119,2021-01-08,44855.0,Umbrellas
120,2021-01-09,56876.0,Umbrellas
121,2021-01-10,56876.0,Umbrellas
122,2021-01-11,56876.0,Umbrellas
123,2021-01-12,32602.0,Umbrellas
124,2021-01-13,32602.0,Umbrellas
125,2021-01-14,32602.0,Umbrellas
126,2021-01-15,32602.0,Umbrellas
127,2021-01-16,32602.0,Umbrellas
128,2021-01-17,32602.0,Umbrellas
129,2021-01-18,51004.0,Umbrellas
130,2021-01-19,51004.0,Umbrellas
131,2021-01-20,51004.0,Umbrellas
132,2021-01-21,51004.0,Umbrellas
133,2021-01-22,27418.0,Umbrellas
134,2021-01-23,27418.0,Umbrellas
135,2021-01-24,14444.0,Umbrellas
136,2021-01-25,14444.0,Umbrellas
137,2021-01-26,14444.0,Umbrellas
138,2021-01-27,14444.0,Umbrellas
139,2021-01-28,14444.0,Umbrellas
140,2021-01-29,11364.0,Umbrellas
141,2021-01-30,12044.0,Umbrellas
142,2021-01-31,12044.0,Umbrellas
143,2021-02-01,11765.0,Umbrellas
144,2021-02-02,11765.0,Umbrellas
145,2021-02-03,11765.0,Umbrellas
146,2021-02-04,14375.0,Umbrellas
147,2021-02-05,14375.0,Umbrellas
148,2021-02-06,14375.0,Umbrellas
149,2021-02-07,14375.0,Umbrellas
150,2021-02-08,6102.0,Umbrellas
151,2021-02-09,6102.0,Umbrellas
152,2021-02-10,6102.0,Umbrellas
153,2021-02-11,8610.0,Umbrellas
154,2021-02-12,8610.0,Umbrellas
155,2021-02-13,8610.0,Umbrellas
156,2021-02-14,8610.0,Umbrellas
157,2021-02-15,8720.0,Umbrellas
158,2021-02-16,8720.0,Umbrellas
159,2021-02-17,8720.0,Umbrellas
160,2021-02-18,8720.0,Umbrellas
161,2021-02-19,8858.0,Umbrellas
162,2021-02-20,8858.0,Umbrellas
163,2021-02-21,8858.0,Umbrellas
164,2021-02-22,8858.0,Umbrellas
165,2021-02-23,6850.0,Umbrellas
166,2021-02-24,6850.0,Umbrellas
167,2021-02-25,3527.0,Umbrellas
168,2021-02-26,3527.0,Umbrellas
169,2021-02-27,3527.0,Umbrellas
170,2021-02-28,3527.0,Umbrellas
171,2021-03-01,4741.0,Umbrellas
172,2021-03-02,4442.0,Umbrellas
173,2021-03-03,4442.0,Umbrellas
174,2021-03-04,4442.0,Umbrellas
175,2021-03-05,3005.0,Umbrellas
176,2021-03-06,3005.0,Umbrellas
177,2021-03-07,3005.0,Umbrellas
178,2021-03-08,3997.0,Umbrellas
179,2021-03-09,3997.0,Umbrellas
180,2021-03-10,3248.0,Umbrellas
181,2021-03-11,3248.0,Umbrellas
182,2021-03-12,2803.0,Umbrellas
183,2021-03-13,3110.0,Umbrellas
184,2021-03-14,3110.0,Umbrellas
185,2021-03-15,3110.0,Umbrellas
186,2021-03-16,3710.0,Umbrellas
187,2021-03-17,3710.0,Umbrellas
188,2021-03-18,3322.0,Umbrellas
189,2021-03-19,3322.0,Umbrellas
190,2021-03-20,3366.0,Umbrellas
191,2021-03-21,4745.0,Umbrellas
192,2021-03-22,4745.0,Umbrellas
193,2021-03-23,4681.0,Umbrellas
194,2021-03-24,4681.0,Umbrellas
195,2021-03-25,4681.0,Umbrellas
196,2021-03-26,4681.0,Umbrellas
197,2021-03-27,5427.0,Umbrellas
198,2021-03-28,5427.0,Umbrellas
199,2021-03-29,5427.0,Umbrellas
200,2021-03-30,5427.0,Umbrellas
201,2021-03-31,7186.0,Umbrellas
202,2021-04-01,7186.0,Umbrellas
203,2021-04-02,6205.0,Umbrellas
204,2021-04-03,6205.0,Umbrellas
205,2021-04-04,6205.0,Umbrellas
206,2021-04-05,6205.0,Umbrellas
207,2021-04-06,4722.0,Umbrellas
208,2021-04-07,4722.0,Umbrellas
209,2021-04-08,4801.0,Umbrellas
210,2021-04-09,4801.0,Umbrellas
211,2021-04-10,4801.0,Umbrellas
212,2021-04-11,4801.0,Umbrellas
213,2021-04-12,7236.0,Umbrellas
214,2021-04-13,7236.0,Umbrellas
215,2021-04-14,7644.0,Umbrellas
216,2021-04-15,7644.0,Umbrellas
217,2021-04-16,7644.0,Umbrellas
218,2021-04-17,6433.0,Umbrellas
219,2021-04-18,6433.0,Umbrellas
220,2021-04-19,6433.0,Umbrellas
221,2021-04-20,6594.0,Umbrellas
222,2021-04-21,6594.0,Umbrellas
223,2021-04-22,10619.0,Umbrellas
224,2021-04-23,10619.0,Umbrellas
225,2021-04-24,10619.0,Umbrellas
226,2021-04-25,10619.0,Umbrellas
227,2021-04-26,29524.0,Umbrellas
228,2021-04-27,29524.0,Umbrellas
229,2021-04-28,29524.0,Umbrellas
230,2021-04-29,29524.0,Umbrellas
231,2021-04-30,29524.0,Umbrellas
232,2021-05-01,29524.0,Umbrellas
233,2021-05-02,50021.0,Umbrellas
234,2021-05-03,50021.0,Umbrellas
235,2021-05-04,50021.0,Umbrellas
236,2021-05-05,50021.0,Umbrellas
237,2021-05-06,50021.0,Umbrellas
238,2021-05-07,28654.0,Umbrellas
239,2021-05-08,28654.0,Umbrellas
240,2021-05-09,28654.0,Umbrellas
241,2021-05-10,28654.0,Umbrellas
242,2021-05-11,28654.0,Umbrellas
243,2021-05-12,28118.0,Umbrellas
244,2021-05-13,28118.0,Umbrellas
245,2021-05-14,18635.0,Umbrellas
246,2021-05-15,18635.0,Umbrellas
247,2021-05-16,18635.0,Umbrellas
248,2021-05-17,18635.0,Umbrellas
249,2021-05-18,17280.0,Umbrellas
250,2021-05-19,17280.0,Umbrellas
251,2021-05-20,19101.0,Umbrellas
252,2021-05-21,19101.0,Umbrellas
253,2021-05-22,19101.0,Umbrellas
254,2021-05-23,19101.0,Umbrellas
255,2021-05-24,19101.0,Umbrellas
256,2021-05-25,12656.0,Umbrellas
257,2021-05-26,12656.0,Umbrellas
258,2021-05-27,12656.0,Umbrellas
259,2021-05-28,12656.0,Umbrellas
260,2021-05-29,13830.0,Umbrellas
261,2021-05-30,11385.0,Umbrellas
262,2021-05-31,11385.0,Umbrellas
263,2021-06-01,11385.0,Umbrellas
264,2021-06-02,10369.0,Umbrellas
265,2021-06-03,10369.0,Umbrellas
266,2021-06-04,4448.0,Umbrellas
267,2021-06-05,8867.0,Umbrellas
268,2021-06-06,8841.0,Umbrellas
269,2021-06-07,6875.0,Umbrellas
270,2021-06-08,6875.0,Umbrellas
271,2021-06-09,4854.0,Umbrellas
272,2021-06-10,4854.0,Umbrellas
273,2021-06-11,4072.0,Umbrellas
274,2021-06-12,4072.0,Umbrellas
275,2021-06-13,4072.0,Umbrellas
276,2021-06-14,5129.0,Umbrellas
277,2021-06-15,5129.0,Umbrellas
278,2021-06-16,6235.0,Umbrellas
279,2021-06-17,6235.0,Umbrellas
280,2021-06-18,5436.0,Umbrellas
281,2021-06-19,4814.0,Umbrellas
282,2021-06-20,3777.0,Umbrellas
283,2021-06-21,3777.0,Umbrellas
284,2021-06-22,3777.0,Umbrellas
285,2021-06-23,2855.0,Umbrellas
286,2021-06-24,4048.0,Umbrellas
287,2021-06-25,4048.0,Umbrellas
288,2021-06-26,4725.0,Umbrellas
289,2021-06-27,4725.0,Umbrellas
290,2021-06-28,3976.0,Umbrellas
291,2021-06-29,4712.0,Umbrellas
292,2021-06-30,4183.0,Umbrellas
293,2021-07-01,4049.0,Umbrellas
294,2021-07-02,4049.0,Umbrellas
295,2021-07-03,4049.0,Umbrellas
296,2021-07-04,4049.0,Umbrellas
297,2021-07-05,4376.0,Umbrellas
298,2021-07-06,4376.0,Umbrellas
299,2021-07-07,7154.0,Umbrellas
300,2021-07-08,7154.0,Umbrellas
301,2021-07-09,7154.0,Umbrellas
302,2021-07-10,7154.0,Umbrellas
303,2021-07-11,6166.0,Umbrellas
